Date,Open,High,Low,Close,Volume,Open Int
2022-12-05,12000.5,12015.75,11745.5,11805.75,537924,0
2022-12-06,11812.0,11846.25,11502.0,11566.0,657271,0
2022-12-07,11566.0,11596.25,11422.5,11509.5,634691,0
2022-12-08,11500.0,11685.75,11433.0,11645.5,600826,0
2022-12-09,11641.5,11748.0,11517.0,11569.75,504052,0
2022-12-12,11553.0,11716.0,11522.75,11711.75,354886,0
2022-12-13,11691.25,12229.5,11680.5,11839.75,407612,0
2022-12-14,11839.0,11948.5,11613.75,11750.75,197122,0
2022-12-15,11758.75,11779.5,11298.25,11347.25,182838,0
2022-12-16,11340.25,11381.25,11206.5,11327.0400390625,665526,0
2022-12-19,11328.75,11411.0,11131.75,11193.25,562529,0
2022-12-20,11182.5,11247.0,11043.5,11175.75,625090,0
2022-12-21,11206.5,11389.75,11181.0,11334.5,631322,0
2022-12-22,11357.0,11384.75,10870.5,11054.25,714500,0
2022-12-23,11061.0,11143.0,10916.25,11075.25,534525,0
2022-12-27,11104.0,11183.75,10896.0,10915.5,499799,0
2022-12-28,10915.75,10996.5,10758.75,10772.75,635572,0
2022-12-29,10785.75,11071.5,10777.5,11032.75,470004,0
2022-12-30,11033.5,11051.5,10855.5,11022.25,462484,0
2023-01-03,11122.5,11182.0,10844.75,10945.5,657681,0
2023-01-04,10941.25,11068.5,10863.5,10999.25,758003,0
2023-01-05,10988.5,11046.75,10805.0,10820.25,694452,0
2023-01-06,10838.75,11165.75,10751.0,11113.5,736332,0
2023-01-09,11126.5,11385.5,11120.25,11185.5,646318,0
2023-01-10,11184.75,11288.75,11094.0,11282.0,559281,0
2023-01-11,11282.5,11479.5,11239.75,11476.5,500153,0
2023-01-12,11474.5,11579.75,11291.0,11534.25,754571,0
2023-01-13,11528.5,11619.5,11389.0,11608.0,482002,0
2023-01-17,11613.5,11685.0,11510.25,11624.5,576141,0
2023-01-18,11619.75,11759.5,11468.0,11475.75,619614,0
2023-01-19,11470.5,11487.0,11308.5,11356.5,594769,0
2023-01-20,11401.0,11686.75,11365.25,11677.0,577769,0
2023-01-23,11676.75,11983.0,11650.5,11934.0,593978,0
2023-01-24,11933.0,12010.5,11835.75,11909.5,511370,0
2023-01-25,11970.5,11976.5,11604.5,11873.25,633473,0
2023-01-26,11874.75,12113.0,11867.25,12106.75,621434,0
2023-01-27,12049.0,12308.5,12016.0,12222.25,588072,0
2023-01-30,12212.5,12252.0,11960.0,11968.0,634667,0
2023-01-31,11984.0,12156.0,11871.0,12152.0,585202,0
2023-02-01,12116.0,12524.5,12055.25,12414.25,668515,0
2023-02-02,12520.0,12949.75,12501.75,12846.75,817822,0
2023-02-03,12748.25,12878.0,12551.25,12624.0,824209,0
2023-02-06,12572.0,12608.5,12455.75,12515.5,535147,0
2023-02-07,12513.0,12818.5,12459.25,12776.75,744996,0
2023-02-08,12747.0,12808.5,12512.75,12545.25,590355,0
2023-02-09,12555.0,12728.5,12366.5,12425.5,612404,0
2023-02-10,12448.75,12451.5,12243.25,12346.25,600244,0
2023-02-13,12357.5,12567.0,12265.25,12540.5,467840,0
2023-02-14,12547.25,12687.0,12390.5,12631.0,719204,0
2023-02-15,12620.75,12756.5,12524.25,12730.0,568579,0
2023-02-16,12740.0,12792.75,12455.25,12482.5,682325,0
2023-02-17,12462.5,12466.25,12265.75,12390.0,629355,0
2023-02-21,12380.0,12417.75,12090.25,12096.75,609494,0
2023-02-22,12108.0,12190.5,12034.0,12097.5,640711,0
2023-02-23,12176.25,12261.0,12028.5,12207.5,640962,0
2023-02-24,12190.0,12214.5,11923.0,11997.0,643618,0
2023-02-27,12003.0,12189.5,11990.0,12083.25,578952,0
2023-02-28,12093.5,12172.75,12025.75,12072.25,646026,0
2023-03-01,12041.25,12141.75,11924.75,11961.75,759645,0
2023-03-02,11967.0,12096.25,11832.5,12062.0,752009,0
2023-03-03,12049.0,12329.0,12012.0,12311.25,675472,0
2023-03-06,12306.25,12486.25,12276.25,12323.5,612506,0
2023-03-07,12320.25,12381.25,12142.25,12169.0,685006,0
2023-03-08,12170.0,12254.5,12108.25,12228.25,633419,0
2023-03-09,12231.0,12353.5,11977.5,12007.25,816838,0
2023-03-10,12005.0,12109.0,11795.0,11840.25,871209,0
2023-03-13,11894.75,12095.75,11674.25,11931.75,694438,0
2023-03-14,11960.0,12223.0,11921.75,12207.0,364395,0
2023-03-15,12200.75,12280.0,11972.0,12247.75,261341,0
2023-03-16,12264.5,12600.5,12189.25,12583.0,181754,0
2023-03-17,12575.75,12636.5,12531.75,12594.650390625,734052,0
2023-03-20,12690.0,12750.0,12525.25,12688.5,694471,0
2023-03-21,12699.75,12898.25,12676.5,12867.25,565860,0
2023-03-22,12873.25,13082.0,12678.0,12707.0,713083,0
2023-03-23,12695.0,13031.0,12694.25,12854.0,838385,0
2023-03-24,12871.5,12924.75,12728.0,12890.25,676547,0
2023-03-27,12916.0,12984.5,12765.5,12788.5,562634,0
2023-03-28,12810.5,12833.5,12634.25,12732.5,537965,0
2023-03-29,12745.5,12994.0,12742.0,12965.0,566316,0
2023-03-30,12962.5,13111.75,12931.5,13082.0,583151,0
2023-03-31,13084.25,13311.5,13057.5,13301.75,624955,0
2023-04-03,13262.0,13278.75,13154.0,13270.0,542896,0
2023-04-04,13259.0,13348.75,13168.25,13219.0,577032,0
2023-04-05,13230.0,13247.25,13006.0,13079.75,594608,0
2023-04-06,13072.75,13191.0,12953.25,13170.75,41224,0
2023-04-10,13179.75,13203.25,12967.5,13158.0,553003,0
2023-04-11,13163.25,13208.75,13053.5,13074.75,549047,0
2023-04-12,13073.75,13241.75,12937.75,12952.25,684779,0
2023-04-13,12957.0,13228.0,12925.5,13209.75,558233,0
2023-04-14,13183.0,13255.0,13058.0,13181.25,627824,0
2023-04-17,13212.5,13218.0,13076.75,13186.5,540742,0
2023-04-18,13184.0,13298.75,13138.0,13193.0,576668,0
2023-04-19,13170.5,13226.75,13065.0,13183.0,529506,0
2023-04-20,13162.0,13200.0,13021.75,13074.25,680299,0
2023-04-21,13089.0,13122.0,12982.5,13090.5,593982,0
2023-04-24,13070.0,13134.0,12967.25,13056.5,582286,0
2023-04-25,13050.25,13059.5,12800.0,12809.5,694266,0
2023-04-26,12940.0,13012.25,12863.75,12887.75,755124,0
2023-04-27,12965.0,13333.0,12936.0,13231.25,728241,0
2023-04-28,13215.0,13336.0,13169.0,13320.25,671058,0
2023-05-01,13317.0,13370.25,13258.75,13306.75,487908,0
2023-05-02,13290.0,13334.75,13110.25,13184.5,664855,0
2023-05-03,13162.0,13314.0,13080.0,13100.75,648753,0
2023-05-04,13064.0,13173.0,13001.75,13043.75,656440,0
2023-05-05,13060.0,13359.0,13055.75,13317.75,573291,0
2023-05-08,13316.0,13368.0,13254.5,13352.25,506054,0
2023-05-09,13338.5,13347.0,13250.5,13264.75,552248,0
2023-05-10,13258.75,13446.75,13202.75,13409.5,839699,0
2023-05-11,13410.0,13470.25,13361.5,13446.5,653399,0
2023-05-12,13446.0,13494.25,13310.5,13396.25,628035,0
2023-05-15,13378.75,13480.0,13350.0,13468.0,495940,0
2023-05-16,13461.0,13554.5,13426.25,13483.25,561834,0
2023-05-17,13498.5,13669.0,13474.25,13643.5,621137,0
2023-05-18,13640.5,13913.0,13628.25,13894.0,749496,0
2023-05-19,13908.5,13960.25,13814.25,13858.0,659819,0
2023-05-22,13805.5,13946.75,13794.25,13902.5,538203,0
2023-05-23,13913.25,13979.25,13710.0,13728.75,658680,0
2023-05-24,13729.0,13845.75,13566.5,13650.25,704804,0
2023-05-25,13877.0,14031.25,13803.0,13976.5,819148,0
2023-05-26,13977.75,14369.0,13924.5,14332.5,729047,0
2023-05-30,14437.5,14570.0,14336.75,14396.75,882198,0
2023-05-31,14397.25,14429.0,14251.25,14300.5,680429,0
2023-06-01,14289.5,14528.25,14248.25,14472.25,622329,0
2023-06-02,14494.0,14627.75,14468.25,14575.25,623290,0
2023-06-05,14577.0,14694.75,14512.75,14588.75,619089,0
2023-06-06,14582.0,14623.75,14504.5,14586.5,572806,0
2023-06-07,14594.5,14675.0,14305.5,14331.5,770555,0
2023-06-08,14316.0,14526.75,14256.75,14503.0,631769,0
2023-06-09,14517.0,14687.5,14460.25,14556.25,581386,0
2023-06-12,14560.25,14827.0,14554.25,14800.5,397388,0
2023-06-13,14824.0,14967.75,14779.5,14914.25,347119,0
2023-06-14,14925.0,15061.5,14793.0,15012.75,204099,0
2023-06-15,15038.0,15252.0,14878.0,15188.0,139777,0
2023-06-16,15181.25,15324.0,15130.5,15316.6103515625,636907,0
2023-06-20,15303.25,15322.5,15126.5,15256.5,652883,0
2023-06-21,15247.5,15273.25,15002.25,15044.0,640702,0
2023-06-22,15038.75,15238.0,14964.0,15214.75,611017,0
2023-06-23,15236.0,15236.0,14985.25,15058.25,620593,0
2023-06-26,15057.75,15152.5,14853.5,14856.5,649993,0
2023-06-27,14875.0,15139.25,14862.25,15111.5,569198,0
2023-06-28,15088.25,15219.0,15021.25,15130.0,662146,0
2023-06-29,15161.0,15202.75,15028.5,15100.25,594134,0
2023-06-30,15106.0,15376.75,15099.0,15337.0,529455,0
2023-07-03,15331.0,15392.0,15308.0,15364.75,265064,0
2023-07-05,15357.0,15432.0,15255.25,15360.75,519857,0
2023-07-06,15353.75,15366.0,15111.5,15238.0,574681,0
2023-07-07,15211.75,15359.75,15172.25,15181.75,555119,0
2023-07-10,15198.5,15218.25,15063.25,15187.0,609953,0
2023-07-11,15195.75,15278.75,15109.5,15260.0,552637,0
2023-07-12,15258.0,15507.75,15254.5,15444.75,649433,0
2023-07-13,15457.75,15741.25,15456.5,15711.5,563935,0
2023-07-14,15699.0,15857.25,15663.0,15694.25,629943,0
2023-07-17,15690.0,15882.75,15661.5,15840.75,522129,0
2023-07-18,15832.0,16029.75,15733.0,15974.75,633272,0
2023-07-19,15949.25,16062.75,15911.25,15959.25,682279,0
2023-07-20,15922.75,15925.75,15547.0,15592.25,810475,0
2023-07-21,15590.75,15719.25,15522.25,15540.0,704413,0
2023-07-24,15556.0,15618.75,15483.75,15561.25,561877,0
2023-07-25,15570.0,15736.25,15549.25,15673.0,554880,0
2023-07-26,15730.25,15739.25,15515.0,15610.75,683826,0
2023-07-27,15638.75,15904.0,15511.25,15571.0,846437,0
2023-07-28,15580.0,15896.0,15546.25,15847.5,689386,0
2023-07-31,15850.0,15917.0,15791.25,15857.5,523896,0
2023-08-01,15869.25,15889.25,15728.25,15817.25,529660,0
2023-08-02,15757.0,15789.75,15414.0,15473.0,773499,0
2023-08-03,15455.75,15551.75,15339.5,15438.75,658841,0
2023-08-04,15441.0,15610.25,15336.5,15354.0,773229,0
2023-08-07,15370.5,15495.5,15334.25,15485.5,578299,0
2023-08-08,15495.0,15497.75,15218.0,15354.25,638813,0
2023-08-09,15351.75,15432.5,15146.5,15178.25,652732,0
2023-08-10,15202.5,15442.25,15136.0,15201.25,807104,0
2023-08-11,15219.0,15266.75,15037.25,15095.75,613959,0
2023-08-14,15104.0,15282.0,15020.75,15270.25,554628,0
2023-08-15,15279.0,15335.0,15074.75,15106.5,593602,0
2023-08-16,15110.75,15166.0,14921.5,14942.25,641607,0
2023-08-17,14940.25,15018.25,14738.25,14778.0,681399,0
2023-08-18,14748.0,14802.75,14609.25,14744.0,731241,0
2023-08-21,14762.5,15013.75,14720.5,14985.75,641685,0
2023-08-22,14974.5,15118.25,14932.0,14958.5,623728,0
2023-08-23,14959.75,15356.75,14957.25,15195.5,606168,0
2023-08-24,15333.0,15418.0,14817.0,14862.0,847308,0
2023-08-25,14833.0,15048.75,14751.75,14979.25,823889,0
2023-08-28,14991.0,15126.5,14973.5,15092.5,586342,0
2023-08-29,15098.75,15430.5,15049.75,15415.75,616223,0
2023-08-30,15427.5,15522.75,15361.5,15501.25,590194,0
2023-08-31,15513.75,15606.75,15460.0,15538.5,584743,0
2023-09-01,15534.0,15661.25,15454.0,15516.25,572689,0
2023-09-05,15517.0,15586.75,15418.25,15534.5,604891,0
2023-09-06,15511.25,15533.0,15310.5,15399.5,596503,0
2023-09-07,15385.0,15395.75,15157.5,15282.25,644887,0
2023-09-08,15286.25,15390.75,15223.0,15297.5,598477,0
2023-09-11,15308.0,15497.5,15298.0,15475.75,411385,0
2023-09-12,15466.5,15480.75,15288.75,15304.75,253049,0
2023-09-13,15308.5,15424.25,15212.75,15356.25,190166,0
2023-09-14,15372.75,15517.75,15337.25,15478.0,110435,0
2023-09-15,15480.25,15524.0,15401.25,15435.2001953125,708762,0
2023-09-18,15382.25,15461.0,15330.5,15414.5,509746,0
2023-09-19,15424.25,15442.25,15248.5,15375.25,552065,0
2023-09-20,15375.25,15436.25,15127.0,15152.0,605256,0
2023-09-21,15133.25,15149.0,14841.0,14862.75,702742,0
2023-09-22,14854.5,15027.5,14836.25,14869.5,624056,0
2023-09-25,14880.25,14955.75,14782.25,14935.25,568859,0
2023-09-26,14949.0,14949.0,14666.25,14715.0,667617,0
2023-09-27,14725.25,14821.5,14586.0,14739.0,716200,0
2023-09-28,14772.5,14947.5,14658.0,14859.75,734472,0
2023-09-29,14876.5,15060.75,14811.0,14866.5,745541,0
2023-10-02,14965.0,15046.0,14826.0,14984.75,762896,0
2023-10-03,14989.5,15031.0,14651.5,14714.5,762964,0
2023-10-04,14713.75,14956.0,14589.0,14923.75,803257,0
2023-10-05,14903.0,14958.75,14716.25,14861.75,676461,0
2023-10-06,14853.75,15160.25,14660.0,15112.0,840602,0
2023-10-09,15040.25,15212.75,14949.5,15187.0,617072,0
2023-10-10,15196.5,15383.5,15171.75,15270.75,648613,0
2023-10-11,15282.25,15416.75,15253.0,15380.0,614965,0
2023-10-12,15407.5,15468.75,15216.25,15315.0,747494,0
2023-10-13,15324.0,15366.75,15062.25,15120.25,777005,0
2023-10-16,15120.0,15336.75,15083.0,15289.5,641294,0
2023-10-17,15305.75,15309.25,15050.25,15240.75,781599,0
2023-10-18,15236.5,15238.25,14979.25,15025.25,853599,0
2023-10-19,15045.0,15138.25,14839.5,14890.0,1019700,0
2023-10-20,14850.0,14887.5,14645.0,14664.0,846675,0
2023-10-23,14680.0,14853.75,14514.25,14712.0,765733,0
2023-10-24,14744.0,14948.75,14706.0,14846.5,703058,0
2023-10-25,14828.0,14855.0,14444.0,14478.25,820677,0
2023-10-26,14425.0,14459.0,14140.25,14194.0,987597,0
2023-10-27,14248.25,14407.75,14209.75,14265.25,782097,0
2023-10-30,14336.0,14476.5,14303.0,14416.5,704860,0
2023-10-31,14410.5,14503.75,14311.25,14490.25,712605,0
2023-11-01,14460.0,14762.0,14410.75,14744.5,741817,0
2023-11-02,14761.25,15017.25,14760.0,14998.0,652481,0
2023-11-03,14928.0,15228.5,14925.5,15178.75,633835,0
2023-11-06,15187.0,15257.5,15138.0,15232.5,496129,0
2023-11-07,15215.0,15412.25,15176.0,15374.25,585124,0
2023-11-08,15373.0,15417.5,15286.75,15386.5,547842,0
2023-11-09,15356.25,15453.75,15236.75,15256.0,710427,0
2023-11-10,15254.75,15612.75,15207.25,15596.25,679633,0
2023-11-13,15586.25,15601.25,15465.25,15547.0,532937,0
2023-11-14,15558.0,15918.75,15552.0,15879.75,656099,0
2023-11-15,15895.0,16049.5,15832.25,15889.25,685072,0
2023-11-16,15846.75,15906.75,15796.75,15897.5,634456,0
2023-11-17,15897.75,15940.0,15825.0,15895.75,562424,0
2023-11-20,15895.0,16116.75,15837.25,16086.5,559493,0
2023-11-21,16087.5,16122.5,15912.0,15990.25,575452,0
2023-11-22,15967.25,16173.5,15942.75,16049.25,624552,0
2023-11-23,16036.75,16086.5,16034.5,16062.5,624552,0
2023-11-24,16036.75,16086.5,15981.75,16021.0,296604,0
2023-11-27,16008.0,16089.25,15938.75,16008.75,502555,0
2023-11-28,16005.25,16071.5,15945.25,16048.0,598224,0
2023-11-29,16055.5,16208.5,16013.5,16023.75,634326,0
2023-11-30,16040.25,16098.5,15856.0,15985.5,694118,0
2023-12-01,15955.0,16050.0,15864.0,16023.75,621710,0
2023-12-04,16022.0,16026.0,15721.25,15869.0,721019,0
2023-12-05,15863.25,15961.0,15761.25,15908.75,683586,0
2023-12-06,15897.0,16037.75,15802.0,15815.25,675482,0
2023-12-07,15814.5,16066.0,15791.0,16038.75,632326,0
2023-12-08,16017.5,16118.75,15888.25,16098.25,588926,0
2023-12-11,16093.0,16248.0,16045.5,16237.0,394184,0
2023-12-12,16240.0,16389.5,16185.25,16362.75,253666,0
2023-12-13,16383.0,16593.0,16365.5,16563.75,155141,0
2023-12-14,16561.5,16674.5,16418.75,16541.5,131883,0
2023-12-15,16532.5,16612.5,16521.5,16530.23046875,668578,0
2023-12-18,16820.25,16974.0,16802.25,16939.75,463438,0
2023-12-19,16917.0,17029.5,16910.75,17023.0,496518,0
2023-12-20,17024.0,17073.5,16758.5,16766.25,654329,0
2023-12-21,16790.25,16970.25,16790.25,16956.5,639818,0
2023-12-22,16956.0,17041.5,16891.5,16980.0,486853,0
2023-12-26,16964.5,17111.25,16964.5,17083.5,292090,0
2023-12-27,17090.25,17133.0,17055.5,17113.25,424302,0
2023-12-28,17127.0,17165.25,17077.75,17090.5,357702,0
2023-12-29,17090.25,17131.0,16938.25,17023.5,470864,0
2024-01-02,17019.0,17038.5,16622.5,16720.0,652714,0
2024-01-03,16736.75,16737.25,16522.0,16538.0,677219,0
2024-01-04,16545.25,16587.25,16436.0,16445.0,559464,0
2024-01-05,16455.0,16577.25,16334.25,16460.25,627475,0
2024-01-08,16470.0,16811.25,16378.25,16803.75,549900,0
2024-01-09,16788.0,16868.5,16657.75,16830.25,605921,0
2024-01-10,16829.5,16983.0,16801.5,16945.25,550703,0
2024-01-11,16955.0,17057.0,16753.0,16966.25,756441,0
2024-01-12,16957.75,17042.5,16866.5,16969.25,593445,0
2024-01-16,16961.75,17033.75,16811.75,16966.5,816021,0
2024-01-17,16978.0,16982.0,16689.25,16869.75,722784,0
2024-01-18,16854.5,17125.75,16834.25,17110.0,852229,0
2024-01-19,17116.0,17471.25,17107.25,17438.5,758132,0
2024-01-22,17466.0,17585.0,17434.0,17458.5,637245,0
2024-01-23,17461.0,17558.25,17409.5,17531.25,508078,0
2024-01-24,17554.0,17793.5,17552.25,17621.0,721605,0
2024-01-25,17614.75,17752.0,17542.0,17634.5,710822,0
2024-01-26,17571.25,17632.0,17466.0,17527.0,631481,0
2024-01-29,17502.0,17716.25,17457.5,17706.0,568739,0
2024-01-30,17711.75,17735.75,17467.0,17588.5,554146,0
2024-01-31,17415.5,17484.0,17221.5,17242.25,816119,0
2024-02-01,17273.25,17646.75,17262.75,17436.75,705238,0
2024-02-02,17588.0,17775.5,17465.5,17732.75,761167,0
2024-02-05,17696.0,17745.5,17554.25,17700.0,621645,0
2024-02-06,17698.5,17769.0,17560.75,17660.0,623168,0
2024-02-07,17645.75,17875.5,17629.75,17841.75,613340,0
2024-02-08,17856.25,17896.5,17792.25,17868.25,471370,0
2024-02-09,17854.25,18071.0,17852.25,18039.25,499282,0
2024-02-12,18040.0,18121.5,17911.25,17965.0,538132,0
2024-02-13,17928.5,17963.25,17542.0,17676.75,858230,0
2024-02-14,17703.0,17887.0,17669.25,17881.0,688088,0
2024-02-15,17870.0,17968.25,17780.5,17912.75,657768,0
2024-02-16,17952.0,18026.0,17715.0,17744.0,744628,0
2024-02-20,17729.25,17807.5,17452.5,17607.25,889292,0
2024-02-21,17573.0,17723.0,17372.75,17536.75,731450,0
2024-02-22,17702.5,18087.0,17676.0,18047.5,759232,0
2024-02-23,18023.25,18144.75,17946.0,17991.0,659725,0
2024-02-26,17961.5,18059.5,17922.0,17977.0,526169,0
2024-02-27,17951.0,18040.25,17908.75,18021.0,567818,0
2024-02-28,18017.5,18019.75,17846.25,17915.25,553731,0
2024-02-29,17870.0,18109.5,17826.0,18082.75,680147,0
2024-03-01,18075.0,18372.75,18029.5,18338.25,639153,0
2024-03-04,18336.0,18377.75,18234.25,18262.0,569342,0
2024-03-05,18246.0,18252.0,17832.5,17930.25,803857,0
2024-03-06,17981.0,18174.25,17942.5,18044.25,806131,0
2024-03-07,18041.0,18360.0,17915.75,18316.25,758499,0
2024-03-08,18279.0,18436.5,18012.5,18046.75,1048847,0
2024-03-11,18056.0,18068.25,17890.5,17971.0,472517,0
2024-03-12,18010.5,18241.75,17930.0,18227.75,281274,0
2024-03-13,18218.0,18256.5,18033.25,18078.5,179714,0
2024-03-14,18094.25,18177.75,17915.5,18024.5,110277,0
2024-03-15,18006.0,18074.75,17831.75,17854.75,705711,0
2024-03-18,18073.5,18381.0,18062.25,18231.5,656629,0
2024-03-19,18222.0,18289.25,18053.25,18270.0,660394,0
2024-03-20,18274.0,18545.0,18227.5,18479.75,618809,0
2024-03-21,18539.75,18709.0,18526.75,18561.75,606959,0
2024-03-22,18580.5,18626.0,18492.0,18574.75,511962,0
2024-03-25,18567.0,18601.25,18414.75,18513.5,456250,0
2024-03-26,18531.25,18619.0,18439.25,18449.0,516507,0
2024-03-27,18477.5,18571.75,18378.5,18503.75,605634,0
2024-03-28,18505.0,18538.75,18447.5,18475.0,515193,0
2024-04-01,18503.0,18612.0,18414.5,18497.25,572133,0
2024-04-02,18497.25,18511.0,18201.5,18330.0,618982,0
2024-04-03,18345.0,18451.75,18232.5,18373.25,597987,0
2024-04-04,18388.5,18568.0,18055.25,18076.75,777140,0
2024-04-05,18086.25,18408.25,18051.5,18300.75,809193,0
2024-04-08,18348.25,18376.0,18237.5,18295.0,524203,0
2024-04-09,18314.75,18407.25,18160.75,18359.75,696069,0
2024-04-10,18381.0,18474.25,18053.5,18196.75,880504,0
2024-04-11,18184.0,18518.75,18088.0,18485.0,728802,0
2024-04-12,18486.25,18507.75,18120.25,18179.25,787334,0
2024-04-15,18151.0,18350.75,17841.5,17876.25,797316,0
2024-04-16,17879.0,17988.0,17792.0,17881.25,766364,0
2024-04-17,17897.0,17968.5,17615.25,17658.5,844749,0
2024-04-18,17669.75,17770.75,17506.25,17547.25,756158,0
2024-04-19,17530.75,17553.25,17113.25,17180.75,1023135,0
2024-04-22,17228.25,17448.0,17148.5,17350.0,646130,0
2024-04-23,17352.25,17666.0,17286.25,17606.75,601826,0
2024-04-24,17682.0,17795.5,17481.75,17664.5,667402,0
2024-04-25,17450.0,17827.5,17308.25,17567.5,820011,0
2024-04-26,17808.25,17901.5,17668.25,17845.75,628227,0
2024-04-29,17864.75,17949.0,17791.25,17904.25,528891,0
2024-04-30,17918.5,17920.25,17473.5,17571.25,677704,0
2024-05-01,17462.5,17793.25,17399.25,17438.25,791170,0
2024-05-02,17487.0,17755.25,17386.25,17649.75,635300,0
2024-05-03,17744.25,18050.25,17719.5,18000.75,556949,0
2024-05-06,18047.5,18201.25,17983.75,18195.5,395489,0
2024-05-07,18189.5,18266.25,18151.0,18199.5,469722,0
2024-05-08,18194.0,18242.25,18072.5,18186.5,453714,0
2024-05-09,18160.75,18240.25,18103.75,18214.5,471196,0
2024-05-10,18226.0,18348.0,18188.5,18255.0,473881,0
2024-05-13,18238.0,18336.25,18228.75,18295.5,411036,0
2024-05-14,18282.0,18433.0,18165.5,18415.0,555369,0
2024-05-15,18409.75,18707.0,18393.0,18691.75,605869,0
2024-05-16,18693.25,18760.75,18633.25,18650.0,548582,0
2024-05-17,18642.0,18686.75,18545.0,18635.25,489227,0
2024-05-20,18633.5,18794.5,18633.0,18763.0,470381,0
2024-05-21,18746.0,18808.75,18678.0,18799.25,426117,0
2024-05-22,18798.25,18891.0,18684.25,18786.75,578439,0
2024-05-23,18860.5,19023.25,18621.5,18696.25,851576,0
2024-05-24,18684.0,18926.0,18680.0,18876.0,552083,0
2024-05-28,18874.75,18980.5,18819.5,18940.5,642954,0
2024-05-29,18949.5,18949.75,18740.0,18802.75,573938,0
2024-05-30,18753.0,18787.0,18546.25,18606.5,619548,0
2024-05-31,18590.75,18668.25,18241.25,18591.0,834003,0
2024-06-03,18590.25,18755.5,18435.75,18646.25,669104,0
2024-06-04,18662.5,18753.25,18511.25,18701.0,616703,0
2024-06-05,18711.0,19090.5,18696.25,19074.25,575227,0
2024-06-06,19089.5,19124.5,19017.25,19060.25,524900,0
2024-06-07,19064.0,19155.0,18940.0,19037.75,612033,0
2024-06-10,19025.0,19129.75,18974.25,19109.75,571666,0
2024-06-11,19107.25,19257.5,18994.5,19242.25,564706,0
2024-06-12,19248.0,19612.25,19233.5,19496.5,691079,0
2024-06-13,19602.0,19691.0,19500.0,19602.5,584725,0
2024-06-14,19602.75,19699.5,19501.5,19685.5,584288,0
2024-06-17,19695.0,20001.0,19640.5,19921.25,423232,0
2024-06-18,19918.5,19996.5,19851.75,19919.25,201834,0
2024-06-20,19930.25,20095.0,19694.25,19763.25,157046,0
2024-06-21,19781.25,19819.25,19687.5,19747.2890625,590839,0
2024-06-24,20014.75,20030.25,19728.0,19750.75,683900,0
2024-06-25,19756.0,19981.25,19726.0,19972.25,574518,0
2024-06-26,19973.0,20070.5,19901.0,20012.5,590175,0
2024-06-27,19946.0,20116.75,19874.25,20039.5,589649,0
2024-06-28,20063.25,20273.25,19906.25,19927.25,750324,0
2024-07-01,19970.0,20074.0,19811.75,20052.0,639341,0
2024-07-02,20045.75,20259.25,19910.0,20255.25,621477,0
2024-07-03,20241.0,20435.25,20205.0,20411.5,395129,0
2024-07-05,20419.25,20639.5,20361.0,20620.75,600207,0
2024-07-08,20591.5,20688.0,20579.25,20659.75,497107,0
2024-07-09,20681.0,20771.75,20615.75,20678.5,569689,0
2024-07-10,20686.0,20916.75,20684.5,20899.75,576694,0
2024-07-11,20895.5,20983.75,20377.25,20441.75,906128,0
2024-07-12,20432.75,20741.0,20335.0,20524.0,724343,0
2024-07-15,20580.0,20797.0,20506.25,20583.75,703410,0
2024-07-16,20628.0,20684.5,20464.5,20598.0,629745,0
2024-07-17,20591.0,20597.75,19965.75,19997.5,854323,0
2024-07-18,20024.25,20162.5,19758.75,19899.25,964287,0
2024-07-19,19955.0,19979.75,19654.0,19713.0,774109,0
2024-07-22,19749.0,20044.75,19718.75,20001.0,657854,0
2024-07-23,19982.0,20084.75,19868.25,19925.0,601990,0
2024-07-24,19883.0,19883.0,19168.75,19203.25,846812,0
2024-07-25,19260.0,19390.5,18883.25,18992.25,992015,0
2024-07-26,19003.0,19297.75,18995.0,19174.5,694702,0
2024-07-29,19171.75,19377.25,19113.25,19209.25,600017,0
2024-07-30,19217.0,19319.75,18725.0,18936.25,745002,0
2024-07-31,18865.75,19648.0,18861.75,19505.25,762246,0
2024-08-01,19593.25,19717.0,18854.0,19023.25,920616,0
2024-08-02,18956.5,18979.75,18385.75,18556.25,842228,0
2024-08-05,18390.0,18390.0,17351.0,18013.25,937137,0
2024-08-06,18165.75,18483.25,17966.0,18179.0,697089,0
2024-08-07,18033.0,18558.5,17836.25,17966.5,725244,0
2024-08-08,17873.0,18593.5,17741.75,18525.25,663957,0
2024-08-09,18550.25,18674.5,18383.0,18616.0,501761,0
2024-08-12,18590.0,18765.25,18515.0,18639.5,469892,0
2024-08-13,18648.25,19122.5,18628.5,19104.25,497670,0
2024-08-14,19099.25,19203.5,18925.5,19115.0,553997,0
2024-08-15,19142.5,19603.25,19100.5,19581.25,522322,0
2024-08-16,19570.25,19683.0,19447.5,19605.75,458933,0
2024-08-19,19629.0,19871.75,19525.25,19857.75,429305,0
2024-08-20,19857.75,19931.0,19743.0,19809.5,485435,0
2024-08-21,19803.0,19981.75,19771.5,19909.5,479077,0
2024-08-22,19921.25,20025.25,19542.0,19578.25,630179,0
2024-08-23,19621.5,19904.25,19591.75,19790.75,581201,0
2024-08-26,19787.75,19846.25,19505.5,19591.25,473540,0
2024-08-27,19558.75,19694.25,19441.5,19653.75,441146,0
2024-08-28,19635.5,19691.0,19227.25,19415.75,537278,0
